"","Sample","Chromosome","Start_UBR5","End_UBR5","Segment_Mean_UBR5","Start_MYC","End_MYC","Segment_Mean_MYC"
"192","DIODE_p_TCGAb3_47_48_49_50_NSP_GenomeWideSNP_6_E10_1373192","8",78276379,111282417,0.3827,119657316,143217232,0.3875
"193","DIODE_p_TCGAb3_47_48_49_50_NSP_GenomeWideSNP_6_E11_1373222","8",40926161,122047592,0.0054,125504579,139242601,4e-04
"194","DIODE_p_TCGAb3_47_48_49_50_NSP_GenomeWideSNP_6_E12_1373202","8",94546864,116597158,0.1091,122048823,134271659,0.1024
"195","DIODE_p_TCGAb3_47_48_49_50_NSP_GenomeWideSNP_6_F01_1373196","8",40926161,111282441,-0.0018,111288052,141564139,0.0013
"196","DIODE_p_TCGAb3_47_48_49_50_NSP_GenomeWideSNP_6_F02_1373288","8",40926161,111282809,-0.0452,111288052,145072769,-0.0422
"197","DIODE_p_TCGAb3_47_48_49_50_NSP_GenomeWideSNP_6_F03_1373274","8",63936953,111279265,0.0053,119150615,128739928,0.0041
"198","DIODE_p_TCGAb3_47_48_49_50_NSP_GenomeWideSNP_6_F04_1373206","8",63937166,106087012,0.2268,111283031,128744020,0.2313
"199","LICIT_p_TCGAb_330_331_NSP_GenomeWideSNP_6_A01_1367424","8",88710649,106946490,0.0306,114180966,131562611,0.3809
"200","LICIT_p_TCGAb_330_331_NSP_GenomeWideSNP_6_A02_1367574","8",84358447,140632832,6e-04,84358447,140632832,6e-04
"201","LICIT_p_TCGAb_330_331_NSP_GenomeWideSNP_6_A04_1367480","8",101164531,108417143,0.0745,125558756,132574771,0.1472
"202","LICIT_p_TCGAb_330_331_NSP_GenomeWideSNP_6_A05_1367606","8",77844408,145072769,0.0027,77844408,145072769,0.0027
"203","LICIT_p_TCGAb_330_331_NSP_GenomeWideSNP_6_A06_1367486","8",43068274,105972873,0.0503,127633727,127999895,0.6464
"204","LICIT_p_TCGAb_330_331_NSP_GenomeWideSNP_6_A07_1367540","8",25126554,145072769,0.0044,25126554,145072769,0.0044
"205","LICIT_p_TCGAb_330_331_NSP_GenomeWideSNP_6_A08_1367504","8",46587915,136881227,0.0586,46587915,136881227,0.0586
"206","LICIT_p_TCGAb_330_331_NSP_GenomeWideSNP_6_A09_1367568","8",54158759,114619814,0.0068,114628333,136337714,0.0046
"207","LICIT_p_TCGAb_330_331_NSP_GenomeWideSNP_6_A10_1367514","8",94545887,102980362,0.2118,119100829,128735944,0.2233
"208","LICIT_p_TCGAb_330_331_NSP_GenomeWideSNP_6_A12_1367566","8",46226889,111279265,0.0983,116444211,141556500,0.1856
"209","LICIT_p_TCGAb_330_331_NSP_GenomeWideSNP_6_B01_1367580","8",40335391,111282050,-1e-04,124310770,143616987,-0.0096
"210","LICIT_p_TCGAb_330_331_NSP_GenomeWideSNP_6_B02_1367582","8",93393354,106236002,0.3438,111288052,128744020,0.3535
"211","LICIT_p_TCGAb_330_331_NSP_GenomeWideSNP_6_B03_1367492","8",50126018,105809062,-0.0024,111288052,127920468,-8e-04
"212","LICIT_p_TCGAb_330_331_NSP_GenomeWideSNP_6_B04_1367538","8",82955009,111282050,0.0119,111288052,145072769,0.0167
"213","LICIT_p_TCGAb_330_331_NSP_GenomeWideSNP_6_B05_1367448","8",101308773,103481275,0.0505,119363930,128728852,0.0277
"214","LICIT_p_TCGAb_330_331_NSP_GenomeWideSNP_6_B06_1367546","8",67434155,102980362,0.1909,122027711,128744020,0.5062
"215","LICIT_p_TCGAb_330_331_NSP_GenomeWideSNP_6_B07_1367428","8",25133589,111279265,0.0022,111283031,128744020,-0.007
"216","LICIT_p_TCGAb_330_331_NSP_GenomeWideSNP_6_B08_1367518","8",47000202,145072769,0.0556,47000202,145072769,0.0556
"217","LICIT_p_TCGAb_330_331_NSP_GenomeWideSNP_6_B09_1367558","8",49275832,140940221,-0.0035,49275832,140940221,-0.0035
"218","LICIT_p_TCGAb_330_331_NSP_GenomeWideSNP_6_B10_1367544","8",94545764,112306132,0.0016,112310860,141349361,0.0067
"219","LICIT_p_TCGAb_330_331_NSP_GenomeWideSNP_6_B11_1367614","8",49595775,140995196,5e-04,49595775,140995196,5e-04
"220","LICIT_p_TCGAb_330_331_NSP_GenomeWideSNP_6_B12_1367552","8",63936400,114623457,8e-04,114638558,140990632,-9e-04
"221","LICIT_p_TCGAb_330_331_NSP_GenomeWideSNP_6_C01_1367502","8",63937166,110373775,0.0151,121441397,137124976,0.153
"222","LICIT_p_TCGAb_330_331_NSP_GenomeWideSNP_6_C02_1367458","8",40335391,111279265,-4e-04,111288052,139201287,-0.0012
"223","LICIT_p_TCGAb_330_331_NSP_GenomeWideSNP_6_C03_1367482","8",71307628,111282417,0.0686,126967651,128019980,1.0299
"224","LICIT_p_TCGAb_330_331_NSP_GenomeWideSNP_6_C04_1367434","8",40926161,111282809,-0.0024,111283031,139098174,0
"225","LICIT_p_TCGAb_330_331_NSP_GenomeWideSNP_6_C05_1367576","8",23550392,111282237,-0.0135,111283031,128072667,-0.0137
"226","LICIT_p_TCGAb_330_331_NSP_GenomeWideSNP_6_C06_1367590","8",27896382,111282237,0.0021,111288052,145072769,0.007
"227","LICIT_p_TCGAb_330_331_NSP_GenomeWideSNP_6_C07_1367442","8",41360906,114622325,0.0417,114629460,140697394,0.0432
"228","LICIT_p_TCGAb_330_331_NSP_GenomeWideSNP_6_C08_1367584","8",25133589,114619814,0.0056,114638468,143616987,0.0042
"229","LICIT_p_TCGAb_330_331_NSP_GenomeWideSNP_6_C09_1367528","8",71307628,111282417,-0.0019,111283031,142140841,0.0038
"230","LICIT_p_TCGAb_330_331_NSP_GenomeWideSNP_6_C10_1367488","8",25126818,111282237,0.0026,111288052,145072769,0.001
"231","NICHE_p_TCGAb3_67_68_69_70_NSP_GenomeWideSNP_6_D12_1438950","8",101617168,111279265,-0.0037,119150615,141016278,8e-04
"232","NICHE_p_TCGAb3_67_68_69_70_NSP_GenomeWideSNP_6_E01_1438988","8",89730275,106236002,-0.2038,119150615,141009999,-0.2164
"233","NICHE_p_TCGAb3_67_68_69_70_NSP_GenomeWideSNP_6_E02_1439000","8",97254596,141406880,-0.0037,97254596,141406880,-0.0037
"234","NICHE_p_TCGAb3_67_68_69_70_NSP_GenomeWideSNP_6_E03_1439080","8",97254596,115783315,0.1027,115783601,135192443,0.1364
"235","NICHE_p_TCGAb3_67_68_69_70_NSP_GenomeWideSNP_6_E04_1438910","8",42012732,111282809,0.0057,111288052,140996875,0.0018
"236","NICHE_p_TCGAb3_67_68_69_70_NSP_GenomeWideSNP_6_E05_1439016","8",70210786,105983925,0.357,122214098,130835623,0.5829
"237","NICHE_p_TCGAb3_67_68_69_70_NSP_GenomeWideSNP_6_E06_1439074","8",12562456,111279265,0.0701,111288052,145072769,0.0691
"238","NICHE_p_TCGAb3_67_68_69_70_NSP_GenomeWideSNP_6_E07_1438936","8",46635727,111279265,-0.0119,111288052,145072769,-0.0092
"239","NICHE_p_TCGAb3_67_68_69_70_NSP_GenomeWideSNP_6_E08_1439040","8",71303987,106236002,0.091,111288052,141622215,0.0942
"240","NICHE_p_TCGAb3_67_68_69_70_NSP_GenomeWideSNP_6_E09_1438944","8",84358447,144539160,0.0023,84358447,144539160,0.0023
"241","NICHE_p_TCGAb3_67_68_69_70_NSP_GenomeWideSNP_6_E10_1438914","8",97921508,112345291,0.2123,112346131,133052388,0.5826
"242","NICHE_p_TCGAb3_67_68_69_70_NSP_GenomeWideSNP_6_E11_1438978","8",78276379,141211692,-0.0029,78276379,141211692,-0.0029
"243","NICHE_p_TCGAb3_67_68_69_70_NSP_GenomeWideSNP_6_E12_1439020","8",78276379,145072769,-0.0022,78276379,145072769,-0.0022
"244","NICHE_p_TCGAb3_67_68_69_70_NSP_GenomeWideSNP_6_F01_1438986","8",95505976,124447832,0.4428,124449880,143227622,0.9658
"245","NICHE_p_TCGAb3_67_68_69_70_NSP_GenomeWideSNP_6_F02_1439026","8",40926161,145072769,-0.0011,40926161,145072769,-0.0011
"246","NICHE_p_TCGAb3_67_68_69_70_NSP_GenomeWideSNP_6_F03_1438974","8",53431540,111279265,0.3245,111288052,139590129,0.3216
"247","NICHE_p_TCGAb3_67_68_69_70_NSP_GenomeWideSNP_6_F04_1439084","8",46624924,128619295,-0.0026,46624924,128619295,-0.0026
"248","NICHE_p_TCGAb3_67_68_69_70_NSP_GenomeWideSNP_6_F05_1438984","8",50126018,105981374,0.1664,116208493,145072769,0.1764
"249","NICHE_p_TCGAb3_67_68_69_70_NSP_GenomeWideSNP_6_F06_1438932","8",49761210,111282237,3e-04,120088779,137847807,-0.0013
"250","NICHE_p_TCGAb3_67_68_69_70_NSP_GenomeWideSNP_6_F07_1439014","8",87623714,111279265,0.0145,120088779,139141133,0.0122
"251","NICHE_p_TCGAb3_67_68_69_70_NSP_GenomeWideSNP_6_F08_1438942","8",86229618,111279265,-0.0012,111288052,140936195,-5e-04
"252","NICHE_p_TCGAb3_67_68_69_70_NSP_GenomeWideSNP_6_F09_1439018","8",71304199,111279265,0.0097,111283031,134939177,0.0095
"253","NICHE_p_TCGAb3_67_68_69_70_NSP_GenomeWideSNP_6_F10_1438972","8",63936514,105718355,-4e-04,111288052,145072769,-0.0042
"254","NICHE_p_TCGAb3_67_68_69_70_NSP_GenomeWideSNP_6_F11_1439064","8",101236066,102980362,0.0292,111288052,129720574,0.0271
"255","NIZAM_p_TCGAb_406_07_08_09_10_N_GenomeWideSNP_6_G07_1486460","8",94717275,130835623,-0.1864,94717275,130835623,-0.1864
"256","NIZAM_p_TCGAb_406_07_08_09_10_N_GenomeWideSNP_6_G08_1486402","8",101962965,111279265,3e-04,114638468,130835623,-0.0018
"257","NIZAM_p_TCGAb_406_07_08_09_10_N_GenomeWideSNP_6_G09_1486414","8",101962965,111279265,-0.0086,114642539,141222605,-0.0041
"258","NIZAM_p_TCGAb_406_07_08_09_10_N_GenomeWideSNP_6_G10_1486518","8",91174785,114608617,0.0024,119150615,130835623,0.0023
"259","NIZAM_p_TCGAb_406_07_08_09_10_N_GenomeWideSNP_6_G11_1486502","8",91174785,111276327,0.0148,119150615,130835623,0.016
"260","NIZAM_p_TCGAb_406_07_08_09_10_N_GenomeWideSNP_6_H01_1486558","8",101400420,103705357,0.4488,122462207,136654485,0.4277
"261","NIZAM_p_TCGAb_406_07_08_09_10_N_GenomeWideSNP_6_H02_1486554","8",84358447,104380375,0.1739,114638468,128241577,0.2156
"262","NIZAM_p_TCGAb_406_07_08_09_10_N_GenomeWideSNP_6_H03_1486470","8",84358447,111776320,3e-04,114638468,131976820,-4e-04
"263","NIZAM_p_TCGAb_406_07_08_09_10_N_GenomeWideSNP_6_H04_1486462","8",74600256,105962741,0.4281,114916814,136253453,0.4248
"264","NIZAM_p_TCGAb_406_07_08_09_10_N_GenomeWideSNP_6_H05_1486498","8",71307628,106030898,-0.0061,114638468,139812082,-0.0021
"265","NIZAM_p_TCGAb_406_07_08_09_10_N_GenomeWideSNP_6_H06_1486466","8",89856463,110334499,-0.2777,119150615,140558523,-0.2768
"266","NIZAM_p_TCGAb_406_07_08_09_10_N_GenomeWideSNP_6_H07_1486442","8",88703922,119139771,-0.0093,119150615,145072769,-0.0042
"267","NIZAM_p_TCGAb_406_07_08_09_10_N_GenomeWideSNP_6_H08_1486480","8",71308086,129080867,-0.0025,71308086,129080867,-0.0025
"268","NIZAM_p_TCGAb_406_07_08_09_10_N_GenomeWideSNP_6_H09_1486456","8",74600256,111273113,0.004,127430224,130835623,0.0111
"269","NIZAM_p_TCGAb_406_07_08_09_10_N_GenomeWideSNP_6_H10_1486548","8",89827392,114615356,-0.0044,122270200,131546477,-0.0596
"270","NIZAM_p_TCGAb_406_07_08_09_10_N_GenomeWideSNP_6_H11_1486496","8",68961712,136665653,0.0295,68961712,136665653,0.0295
"271","PRION_p_TCGAb_410_11_12_13_NSP_GenomeWideSNP_6_A01_1486618","8",100166630,114619814,0.3354,115746498,139748767,0.3396
"272","PRION_p_TCGAb_410_11_12_13_NSP_GenomeWideSNP_6_A02_1486750","8",100166630,114619814,0.0025,119150615,140625507,0.0046
"273","PRION_p_TCGAb_410_11_12_13_NSP_GenomeWideSNP_6_A03_1486584","8",102044478,106353546,0.0018,126580099,131717380,-0.0348
"274","PRION_p_TCGAb_410_11_12_13_NSP_GenomeWideSNP_6_A05_1486762","8",100344106,113060744,0.2953,114638468,128105711,0.2986
"275","PRION_p_TCGAb_410_11_12_13_NSP_GenomeWideSNP_6_A06_1486680","8",82530008,103833192,0.0038,111288052,128744020,0.0042
"276","PRION_p_TCGAb_410_11_12_13_NSP_GenomeWideSNP_6_A07_1486682","8",46007651,111279265,0.0641,111698371,128744020,0.0677
"277","PRION_p_TCGAb_410_11_12_13_NSP_GenomeWideSNP_6_A08_1486612","8",39530780,141565500,0.0018,39530780,141565500,0.0018
"278","PRION_p_TCGAb_410_11_12_13_NSP_GenomeWideSNP_6_A09_1486684","8",47252758,140209897,0.0112,47252758,140209897,0.0112
"279","PRION_p_TCGAb_410_11_12_13_NSP_GenomeWideSNP_6_A10_1486720","8",101862073,106030898,-0.0146,114650552,128579915,-0.0017
"280","PRION_p_TCGAb_410_11_12_13_NSP_GenomeWideSNP_6_A11_1486630","8",94410075,106014213,0.266,123320205,142047413,0.3463
"281","PRION_p_TCGAb_410_11_12_13_NSP_GenomeWideSNP_6_A12_1486770","8",70733452,111279265,0.0048,111283031,128446240,0.0061
"282","PRION_p_TCGAb_410_11_12_13_NSP_GenomeWideSNP_6_B01_1486756","8",93827906,111282065,0.0325,111288052,145072769,0.0282
"283","PRION_p_TCGAb_410_11_12_13_NSP_GenomeWideSNP_6_B02_1486620","8",101963228,105720506,-0.0018,125062462,127935979,-0.0324
"284","PRION_p_TCGAb_410_11_12_13_NSP_GenomeWideSNP_6_B03_1486694","8",40926161,139141133,-0.012,40926161,139141133,-0.012
"285","TURBO_p_TCGA_244_246_247_N_GenomeWideSNP_6_C12_1271102","8",71307628,111282237,-0.0018,114660731,145072769,0.0049
"286","TURBO_p_TCGA_244_246_247_N_GenomeWideSNP_6_D01_1270976","8",56187590,114622478,1e-04,114626238,136665653,-0.0025
"287","TURBO_p_TCGA_244_246_247_N_GenomeWideSNP_6_D02_1270964","8",59420249,111279265,0.0119,119150615,145072769,0.0202
"288","TURBO_p_TCGA_244_246_247_N_GenomeWideSNP_6_D03_1271122","8",40926161,111282441,0.0031,114638468,128744020,0.0046
"289","TURBO_p_TCGA_244_246_247_N_GenomeWideSNP_6_D04_1271036","8",71307628,111279265,0.1683,114661835,136665653,0.171
"290","TURBO_p_TCGA_244_246_247_N_GenomeWideSNP_6_D05_1271098","8",94557863,111282237,0.3142,111288052,145072769,0.3094
"291","TURBO_p_TCGA_244_246_247_N_GenomeWideSNP_6_D06_1270960","8",71307628,102941205,0.0014,114638468,145072769,0.0051
"292","TURBO_p_TCGA_244_246_247_N_GenomeWideSNP_6_D07_1271072","8",80452630,111282852,0.1775,111288052,145072769,0.1759
"293","TURBO_p_TCGA_244_246_247_N_GenomeWideSNP_6_D08_1271048","8",71307628,111279265,0.0056,111289023,136665653,0.0026
"294","TURBO_p_TCGA_244_246_247_N_GenomeWideSNP_6_D09_1271008","8",72279544,111282237,0.0012,114638468,141323524,0.0065
"295","TURBO_p_TCGA_244_246_247_N_GenomeWideSNP_6_D10_1271126","8",39530780,111279265,0.001,127508532,127844662,0.2018
"296","TURBO_p_TCGA_244_246_247_N_GenomeWideSNP_6_D11_1271028","8",71307628,106172169,-0.0016,111288052,136665653,6e-04
"297","TURBO_p_TCGA_244_246_247_N_GenomeWideSNP_6_D12_1271134","8",84356416,140990563,0.0042,84356416,140990563,0.0042
"298","TURBO_p_TCGA_244_246_247_N_GenomeWideSNP_6_E01_1270982","8",38772610,111282237,0.0512,126727908,130582672,0.0473
"299","TURBO_p_TCGA_244_246_247_N_GenomeWideSNP_6_E02_1271112","8",63936953,141009999,-0.0027,63936953,141009999,-0.0027
"300","TURBO_p_TCGA_244_246_247_N_GenomeWideSNP_6_E04_1271038","8",78379346,111282809,0.2486,111288052,136665653,0.2617
"301","TURBO_p_TCGA_244_246_247_N_GenomeWideSNP_6_E05_1270966","8",39530780,111282237,0.003,114638468,140981811,-0.0033
"302","TURBO_p_TCGA_244_246_247_N_GenomeWideSNP_6_E06_1270978","8",82359445,111282809,0.1381,118243389,128744020,0.1421
"303","TURBO_p_TCGA_244_246_247_N_GenomeWideSNP_6_E07_1271136","8",7941236,111279265,0.0059,111288052,136665653,0.0056
"304","WAGER_p_TCGA_282_284_285_286_N_GenomeWideSNP_6_A06_1359044","8",39530780,111279265,8e-04,111288052,145072769,-0.0043
"305","WAGER_p_TCGA_282_284_285_286_N_GenomeWideSNP_6_A09_1359158","8",63936953,136304042,0.6747,63936953,136304042,0.6747
"306","WAGER_p_TCGA_282_284_285_286_N_GenomeWideSNP_6_A11_1359030","8",63936953,134046077,0.0074,63936953,134046077,0.0074
"307","WAGER_p_TCGA_282_284_285_286_N_GenomeWideSNP_6_B06_1359152","8",39530780,111279265,0.0054,114629502,140995196,-0.0073
"308","WAGER_p_TCGA_282_284_285_286_N_GenomeWideSNP_6_B09_1359186","8",99239246,105971462,-0.2516,114638468,128744020,0.0517
"309","WAGER_p_TCGA_282_284_285_286_N_GenomeWideSNP_6_B11_1359068","8",80400555,111279123,0.0562,111290954,132943505,0.0587
"310","WAGER_p_TCGA_282_284_285_286_N_GenomeWideSNP_6_B12_1359048","8",12485952,111282237,0.0047,111288052,145072769,0.0046
"311","WAGER_p_TCGA_282_284_285_286_N_GenomeWideSNP_6_C02_1359040","8",63936953,111279265,8e-04,114638468,140936195,4e-04
"312","WAGER_p_TCGA_282_284_285_286_N_GenomeWideSNP_6_C04_1359120","8",40926161,114248775,0.008,114881573,136755501,0.0065
"313","WAGER_p_TCGA_282_284_285_286_N_GenomeWideSNP_6_C06_1359088","8",2827824,111279265,0.0095,111283031,145072769,5e-04
"314","WAGER_p_TCGA_282_284_285_286_N_GenomeWideSNP_6_C12_1359098","8",96331740,111279265,-0.0029,111288052,140990088,0.0043
"315","WAGER_p_TCGA_282_284_285_286_N_GenomeWideSNP_6_D02_1359064","8",40335391,132440670,0.0088,40335391,132440670,0.0088
"316","WAGER_p_TCGA_282_284_285_286_N_GenomeWideSNP_6_D03_1359026","8",88180607,107169574,0.3902,107169994,133069092,0.6828
"317","WAGER_p_TCGA_282_284_285_286_N_GenomeWideSNP_6_D08_1359038","8",72728372,141733609,0.0486,72728372,141733609,0.0486
"318","WAGER_p_TCGA_282_284_285_286_N_GenomeWideSNP_6_D09_1359118","8",72729263,136146886,0.0091,72729263,136146886,0.0091
"319","WAGER_p_TCGA_282_284_285_286_N_GenomeWideSNP_6_E02_1359102","8",71304199,111279265,0.0501,114629254,141200714,0.0525
"320","WAGER_p_TCGA_282_284_285_286_N_GenomeWideSNP_6_E04_1359122","8",50120863,140990666,9e-04,50120863,140990666,9e-04
"321","WAGER_p_TCGA_282_284_285_286_N_GenomeWideSNP_6_E10_1359042","8",71303903,111279265,0.0017,114638468,128744020,0.0012
"322","WAGER_p_TCGA_282_284_285_286_N_GenomeWideSNP_6_E12_1359146","8",64441618,111983421,9e-04,111983761,134046077,4e-04
"323","WAGER_p_TCGA_282_284_285_286_N_GenomeWideSNP_6_F02_1359004","8",102086033,111279265,0.1044,119031079,145072769,0.1085
"324","WAGER_p_TCGA_282_284_285_286_N_GenomeWideSNP_6_F07_1359150","8",78276379,111279265,0.3,114638468,141564862,0.2945
"325","WAGER_p_TCGA_282_284_285_286_N_GenomeWideSNP_6_F10_1359126","8",98268313,111279265,0.0253,124221821,128589386,0.0571
"326","WAGER_p_TCGA_282_284_285_286_N_GenomeWideSNP_6_F11_1359144","8",94545481,116612244,0.0374,116623338,145072769,0.0406
"327","WAGER_p_TCGA_282_284_285_286_N_GenomeWideSNP_6_F12_1359084","8",39531260,111279265,2e-04,111288052,136665653,0.0029
"328","WAGER_p_TCGA_282_284_285_286_N_GenomeWideSNP_6_G06_1359172","8",39530780,111279265,-0.004,111288052,145072769,0.001
"329","WAGER_p_TCGA_282_284_285_286_N_GenomeWideSNP_6_G10_1359006","8",101506676,111279265,0.0087,111288052,145072769,0.006
"330","WAGER_p_TCGA_282_284_285_286_N_GenomeWideSNP_6_G11_1359012","8",71307628,111279265,0.0525,124100369,130835623,0.2778
"331","WAGER_p_TCGA_282_284_285_286_N_GenomeWideSNP_6_H02_1359136","8",95608894,111279265,-0.0067,119063381,128846357,0.0017
"332","WAGER_p_TCGA_282_284_285_286_N_GenomeWideSNP_6_H07_1359168","8",63936953,113864706,-0.0213,113871590,132440670,-0.0147
"333","WAGER_p_TCGA_282_284_285_286_N_GenomeWideSNP_6_H09_1359066","8",63936953,140893864,-0.0014,63936953,140893864,-0.0014
"334","WAGER_p_TCGA_282_284_285_286_N_GenomeWideSNP_6_H12_1359108","8",50120863,111279265,0.003,111283031,140431858,0.0035
"335","XYLEM_p_TCGASNP_207_212_N_GenomeWideSNP_6_B01_1051324","8",98511489,105911691,0.2105,111288052,139590373,0.2161
"336","XYLEM_p_TCGASNP_207_212_N_GenomeWideSNP_6_C06_1051194","8",75149322,111279265,0.0062,114638468,137810080,0.0094
"337","XYLEM_p_TCGASNP_207_212_N_GenomeWideSNP_6_C07_1051244","8",101370698,111279265,0.0492,114638468,140423488,0.0518
"338","XYLEM_p_TCGASNP_207_212_N_GenomeWideSNP_6_C11_1051252","8",71307628,111279265,0.0121,114629356,145072769,0.0183
"339","XYLEM_p_TCGASNP_207_212_N_GenomeWideSNP_6_D01_1051336","8",84358447,102918172,0.0264,126526919,130410054,0.2451
"340","XYLEM_p_TCGASNP_207_212_N_GenomeWideSNP_6_D05_1051214","8",84358447,110513440,-0.0024,124099661,130835623,0.0027
"341","XYLEM_p_TCGASNP_207_212_N_GenomeWideSNP_6_D06_1051296","8",8530797,106840278,0.0062,111288052,128467310,0.0116
"342","XYLEM_p_TCGASNP_207_212_N_GenomeWideSNP_6_D07_1051278","8",46292380,111279265,0.0012,111283031,133151196,0.0054
"343","XYLEM_p_TCGASNP_207_212_N_GenomeWideSNP_6_D08_1051304","8",101613442,111276327,0.0261,111288052,145072769,0.0318
"344","XYLEM_p_TCGASNP_207_212_N_GenomeWideSNP_6_F05_1051154","8",94545701,141564139,0.006,94545701,141564139,0.006
"345","XYLEM_p_TCGASNP_207_212_N_GenomeWideSNP_6_F06_1051332","8",68649794,105930867,0.0058,115021086,136825523,0.0038
"346","XYLEM_p_TCGASNP_207_212_N_GenomeWideSNP_6_F10_1051254","8",57220239,111282809,0.0038,111283031,135755042,0.0043
"347","XYLEM_p_TCGASNP_207_212_N_GenomeWideSNP_6_F12_1051232","8",46007651,106150442,0.4189,111288052,141009999,0.4194
"348","XYLEM_p_TCGASNP_207_212_N_GenomeWideSNP_6_G01_1051226","8",68646232,105965001,0.1659,127710690,127780550,2.0672
"349","XYLEM_p_TCGASNP_207_212_N_GenomeWideSNP_6_G02_1051318","8",85848694,110517368,0.0232,111288052,130835623,0.0278
"350","XYLEM_p_TCGASNP_207_212_N_GenomeWideSNP_6_G05_1051172","8",651043,111279265,0.0163,111288052,141323295,0.0103
"351","XYLEM_p_TCGASNP_207_212_N_GenomeWideSNP_6_H02_1051180","8",94545887,111273427,0.0382,119150615,140607289,0.0387
"352","XYLEM_p_TCGASNP_207_212_N_GenomeWideSNP_6_H06_1051290","8",18413877,111282065,0.0061,111283031,136687594,0.0054
"353","XYLEM_p_TCGASNP_207_212_N_GenomeWideSNP_6_H07_1051270","8",84358447,111279265,0.0036,114629502,128467310,0.0067
"354","XYLEM_p_TCGASNP_207_212_N_GenomeWideSNP_6_H10_1051300","8",57025292,111279265,0.0028,114629460,140423488,0.0039
"355","YOWIE_p_TCGA_b71and106_N_GenomeWideSNP_6_A04_764020","8",25126641,145072769,0.0182,25126641,145072769,0.0182
"356","YOWIE_p_TCGA_b71and106_N_GenomeWideSNP_6_A09_763966","8",55315284,114622424,0.0529,114638468,131400202,0.0614
"357","YOWIE_p_TCGA_b71and106_N_GenomeWideSNP_6_A10_764056","8",84359316,106840278,0.0067,119150615,139242601,7e-04
"358","YOWIE_p_TCGA_b71and106_N_GenomeWideSNP_6_A11_763954","8",67680186,135815927,0.1128,67680186,135815927,0.1128
"359","YOWIE_p_TCGA_b71and106_N_GenomeWideSNP_6_A12_764088","8",71304266,117186662,0.0534,119150615,145072769,0.0533
"360","YOWIE_p_TCGA_b71and106_N_GenomeWideSNP_6_B01_764000","8",39530780,145072769,0.0081,39530780,145072769,0.0081
"361","YOWIE_p_TCGA_b71and106_N_GenomeWideSNP_6_B02_764048","8",40926161,136649622,0.0099,40926161,136649622,0.0099
"362","YOWIE_p_TCGA_b71and106_N_GenomeWideSNP_6_B03_763938","8",68737441,140504085,0.1254,68737441,140504085,0.1254
"363","YOWIE_p_TCGA_b71and106_N_GenomeWideSNP_6_B04_763950","8",57436296,111279265,0.0258,114638468,145072769,0.017
"364","YOWIE_p_TCGA_b71and106_N_GenomeWideSNP_6_B05_763974","8",50126059,111282065,0.1675,114638468,145072769,0.1689
"365","YOWIE_p_TCGA_b71and106_N_GenomeWideSNP_6_D10_763962","8",71303903,114626238,0.0052,122057628,132769940,0.0052
"366","YOWIE_p_TCGA_b71and106_N_GenomeWideSNP_6_D11_764004","8",81699473,114626238,0.0759,114628679,136802499,0.0783
"367","YOWIE_p_TCGA_b71and106_N_GenomeWideSNP_6_D12_763952","8",71307628,114622678,0.012,114626121,145072769,0.0167
"368","YOWIE_p_TCGA_b71and106_N_GenomeWideSNP_6_F10_764074","8",64447984,119139771,0.0619,119150615,128217399,0.0493
