"","Sample","Chromosome","Start_UBR5","End_UBR5","Segment_Mean_UBR5","Start_MYC","End_MYC","Segment_Mean_MYC"
"535","COZEN_p_TCGAb56_SNP_2N_GenomeWideSNP_6_C11_667238","8",94545887,110608908,1.0026,126427094,133214954,1.0597
"536","COZEN_p_TCGAb56_SNP_2N_GenomeWideSNP_6_C12_667090","8",101617168,111282065,0.1806,119150615,136691765,0.1633
"537","COZEN_p_TCGAb56_SNP_2N_GenomeWideSNP_6_D01_667082","8",68966750,111279265,0.0012,126731531,140996836,0.0153
"538","COZEN_p_TCGAb56_SNP_2N_GenomeWideSNP_6_D02_667144","8",98388286,111279265,-0.0023,114629356,128744020,0.0051
"539","COZEN_p_TCGAb56_SNP_2N_GenomeWideSNP_6_D03_667110","8",93760638,103142737,0.8273,120597058,135252341,0.8171
"540","COZEN_p_TCGAb56_SNP_2N_GenomeWideSNP_6_D04_667158","8",40926161,124743508,0.0085,124744478,143143176,0.0073
"541","COZEN_p_TCGAb56_SNP_2N_GenomeWideSNP_6_D05_667104","8",100653181,124743892,0.0138,124748923,136825354,0.0051
"542","COZEN_p_TCGAb56_SNP_2N_GenomeWideSNP_6_D06_667126","8",39527181,141029001,0.0091,39527181,141029001,0.0091
"543","COZEN_p_TCGAb56_SNP_2N_GenomeWideSNP_6_D07_667194","8",39530780,111282417,0.3665,111288052,143209006,0.3668
"544","COZEN_p_TCGAb56_SNP_2N_GenomeWideSNP_6_D08_667142","8",93290616,103373660,0.8279,122518183,137791613,0.8148
"545","COZEN_p_TCGAb56_SNP_2N_GenomeWideSNP_6_D09_667240","8",70117930,111282065,0.3521,119150615,143624575,0.3457
"546","COZEN_p_TCGAb56_SNP_2N_GenomeWideSNP_6_D11_667058","8",50126018,105673065,0.0073,111283031,145072769,0.0062
"547","COZEN_p_TCGAb56_SNP_2N_GenomeWideSNP_6_D12_667140","8",39530780,104146156,0.0224,111288052,137882369,0.0212
"548","COZEN_p_TCGAb56_SNP_2N_GenomeWideSNP_6_E01_667154","8",62127851,114089127,-0.0017,114106589,142047413,0.0026
"549","COZEN_p_TCGAb56_SNP_2N_GenomeWideSNP_6_E02_667176","8",40335391,111279265,0.0057,111765130,140990563,0.0049
"550","COZEN_p_TCGAb56_SNP_2N_GenomeWideSNP_6_E03_667116","8",97782446,114150772,0.2627,126890993,128343188,0.2715
"551","COZEN_p_TCGAb56_SNP_2N_GenomeWideSNP_6_E04_667184","8",94545887,112451335,0.0095,119150615,139141133,0.0061
"552","COZEN_p_TCGAb56_SNP_2N_GenomeWideSNP_6_E05_667114","8",40926161,111282809,-1e-04,119177153,140975314,0.0052
"553","COZEN_p_TCGAb56_SNP_2N_GenomeWideSNP_6_E06_667172","8",66687570,111279265,0.0072,125278899,140291981,0.0186
"554","COZEN_p_TCGAb56_SNP_2N_GenomeWideSNP_6_E07_667100","8",42304806,111282441,0.5988,116305578,139257302,0.5782
"555","COZEN_p_TCGAb56_SNP_2N_GenomeWideSNP_6_E08_667232","8",77554895,111279265,0.4031,119150615,142064388,0.3944
"556","COZEN_p_TCGAb56_SNP_2N_GenomeWideSNP_6_E09_667064","8",40335391,142064186,-0.0018,40335391,142064186,-0.0018
"557","COZEN_p_TCGAb56_SNP_2N_GenomeWideSNP_6_E10_667208","8",83936358,107274150,0.0214,111283031,145072769,0.0219
"558","COZEN_p_TCGAb56_SNP_2N_GenomeWideSNP_6_E11_667236","8",69299337,111279265,1.1064,117868170,142425828,1.0906
"559","COZEN_p_TCGAb56_SNP_2N_GenomeWideSNP_6_E12_667170","8",90009054,117077972,0.004,117108650,137810080,0.0108
"560","COZEN_p_TCGAb56_SNP_2N_GenomeWideSNP_6_F01_667152","8",89321705,111279265,0.0044,111288052,142047413,0.006
"561","COZEN_p_TCGAb56_SNP_2N_GenomeWideSNP_6_F02_667228","8",40335391,111279265,0.0086,111288052,145072769,0.0047
"562","COZEN_p_TCGAb56_SNP_2N_GenomeWideSNP_6_F03_667180","8",59273115,105342969,-0.0046,120309825,130835623,0.0035
"563","COZEN_p_TCGAb56_SNP_2N_GenomeWideSNP_6_F04_667068","8",84229207,103032879,0.0881,127666536,139465790,0.1126
"564","COZEN_p_TCGAb56_SNP_2N_GenomeWideSNP_6_F05_667086","8",39530780,111279265,0.0061,111288052,145072769,0.0051
"565","COZEN_p_TCGAb56_SNP_2N_GenomeWideSNP_6_F06_667244","8",98678498,145072769,0.0364,98678498,145072769,0.0364
"566","COZEN_p_TCGAb56_SNP_2N_GenomeWideSNP_6_F07_667136","8",63936953,111279265,0.0059,111288052,145072769,0.0033
"567","COZEN_p_TCGAb56_SNP_2N_GenomeWideSNP_6_F08_667166","8",90273183,128739928,0.0055,90273183,128739928,0.0055
"568","COZEN_p_TCGAb56_SNP_2N_GenomeWideSNP_6_F09_667132","8",81083357,114619814,0.0319,124746384,141081754,0.027
"569","COZEN_p_TCGAb56_SNP_2N_GenomeWideSNP_6_F10_667156","8",67636256,106409743,0.0079,114629288,145072769,0.0068
"570","COZEN_p_TCGAb56_SNP_2N_GenomeWideSNP_6_F11_667108","8",57025292,111279265,0.0131,114638468,135499364,0.0212
"571","COZEN_p_TCGAb56_SNP_2N_GenomeWideSNP_6_F12_667162","8",96871450,103354539,0.089,127054783,127759804,0.1332
"572","COZEN_p_TCGAb56_SNP_2N_GenomeWideSNP_6_G01_667200","8",84358447,139098174,0.0037,84358447,139098174,0.0037
"573","COZEN_p_TCGAb56_SNP_2N_GenomeWideSNP_6_G02_667138","8",75899701,111282441,0.043,111283031,136366984,0.0532
"574","COZEN_p_TCGAb56_SNP_2N_GenomeWideSNP_6_G03_667060","8",98388286,111279265,0.6436,125538132,128744020,0.6309
"575","COZEN_p_TCGAb56_SNP_2N_GenomeWideSNP_6_G04_667134","8",70048926,111279265,0.8187,114859694,138105455,0.8124
"576","COZEN_p_TCGAb56_SNP_2N_GenomeWideSNP_6_G05_667150","8",101613484,106840278,-0.0068,122057671,136365537,0.0031
"577","COZEN_p_TCGAb56_SNP_2N_GenomeWideSNP_6_G06_667062","8",102233216,105111646,0.8476,123066148,128312669,1.1956
"578","COZEN_p_TCGAb56_SNP_2N_GenomeWideSNP_6_G07_667074","8",68966750,111279265,0.0661,127476573,130926344,0.5569
"579","COZEN_p_TCGAb56_SNP_2N_GenomeWideSNP_6_G08_667094","8",98066810,104443464,0.619,119150615,128744020,0.6038
"580","COZEN_p_TCGAb56_SNP_2N_GenomeWideSNP_6_G09_667246","8",102157973,103133356,0.3834,127656124,127973398,0.5129
"581","COZEN_p_TCGAb56_SNP_2N_GenomeWideSNP_6_G11_667066","8",39530780,145072769,0.0076,39530780,145072769,0.0076
"582","COZEN_p_TCGAb56_SNP_2N_GenomeWideSNP_6_G12_667168","8",78276379,111279265,0.0081,111283031,141188497,0.0099
"583","COZEN_p_TCGAb56_SNP_2N_GenomeWideSNP_6_H01_667146","8",57220239,111282852,0.0064,111288052,143217284,0.0131
"584","COZEN_p_TCGAb56_SNP_2N_GenomeWideSNP_6_H02_667102","8",95264064,115827639,0.1429,125540578,129023450,0.1454
"585","COZEN_p_TCGAb56_SNP_2N_GenomeWideSNP_6_H03_667186","8",94545887,111282237,0.008,124744478,128177578,0.0193
"586","COZEN_p_TCGAb56_SNP_2N_GenomeWideSNP_6_H04_667078","8",39530780,111282809,0.0073,114638468,140712108,0.0035
"587","COZEN_p_TCGAb56_SNP_2N_GenomeWideSNP_6_H05_667072","8",40926161,145072769,0.0027,40926161,145072769,0.0027
"588","COZEN_p_TCGAb56_SNP_2N_GenomeWideSNP_6_H06_667222","8",91174785,111282441,0.0068,111283031,145072769,-2e-04
"589","COZEN_p_TCGAb56_SNP_2N_GenomeWideSNP_6_H07_667210","8",39530780,145072769,0.0063,39530780,145072769,0.0063
"590","COZEN_p_TCGAb56_SNP_2N_GenomeWideSNP_6_H08_667182","8",46271659,111279265,0.0114,111288052,131764239,0.0088
"591","COZEN_p_TCGAb56_SNP_2N_GenomeWideSNP_6_H09_667226","8",101734208,111282809,-0.3152,125533955,141565045,-0.3171
"592","COZEN_p_TCGAb56_SNP_2N_GenomeWideSNP_6_H10_667190","8",97536949,111279265,0.7191,123603376,129568728,1.2049
"593","CROZE_p_TCGA_254_256_255_N_GenomeWideSNP_6_A01_1301416","8",39531605,141574857,-0.1829,39531605,141574857,-0.1829
"594","CROZE_p_TCGA_254_256_255_N_GenomeWideSNP_6_A02_1301374","8",39538338,145072769,-0.0019,39538338,145072769,-0.0019
"595","CROZE_p_TCGA_254_256_255_N_GenomeWideSNP_6_A03_1301360","8",86216014,106840278,0.0065,119015859,139242394,-0.003
"596","CROZE_p_TCGA_254_256_255_N_GenomeWideSNP_6_A04_1301414","8",63936451,111279265,0.3005,111288052,145072769,0.3082
"597","CROZE_p_TCGA_254_256_255_N_GenomeWideSNP_6_A05_1301312","8",71303903,111282237,0.0053,111288052,145072769,-0.0016
"598","CROZE_p_TCGA_254_256_255_N_GenomeWideSNP_6_A06_1301328","8",101958200,102702936,0.073,125660860,127933542,0.0874
"599","CROZE_p_TCGA_254_256_255_N_GenomeWideSNP_6_A07_1301472","8",100383637,106840278,0.006,111288052,145072769,-0.0028
"600","CROZE_p_TCGA_254_256_255_N_GenomeWideSNP_6_A08_1301400","8",71307628,111279265,0.0029,111288052,145072769,-0.0011
"601","CROZE_p_TCGA_254_256_255_N_GenomeWideSNP_6_A09_1301376","8",25126735,145072769,0.0034,25126735,145072769,0.0034
"602","CROZE_p_TCGA_254_256_255_N_GenomeWideSNP_6_A10_1301344","8",97134042,108302549,0.0646,122657114,140990814,0.0803
"603","CROZE_p_TCGA_254_256_255_N_GenomeWideSNP_6_A11_1301478","8",96725939,111279265,0.004,114650552,145072769,6e-04
"604","CROZE_p_TCGA_254_256_255_N_GenomeWideSNP_6_A12_1301412","8",39527181,145072769,6e-04,39527181,145072769,6e-04
"605","CROZE_p_TCGA_254_256_255_N_GenomeWideSNP_6_B01_1301404","8",63936953,111282417,0.0837,114638468,136665653,0.0892
"606","CROZE_p_TCGA_254_256_255_N_GenomeWideSNP_6_B02_1301310","8",84358447,106846305,0.0062,119015859,139242394,0.0078
"607","CROZE_p_TCGA_254_256_255_N_GenomeWideSNP_6_B03_1301432","8",36828595,114619207,0.2744,124425386,141844777,0.2717
"608","CROZE_p_TCGA_254_256_255_N_GenomeWideSNP_6_B04_1301440","8",12403418,114619207,0.0026,124425386,142064186,-0.0044
"609","CROZE_p_TCGA_254_256_255_N_GenomeWideSNP_6_B05_1301454","8",87518633,111282237,0.0023,111648629,145072769,0.0381
"610","CROZE_p_TCGA_254_256_255_N_GenomeWideSNP_6_B06_1301352","8",94547824,141758256,0.0122,94547824,141758256,0.0122
"611","CROZE_p_TCGA_254_256_255_N_GenomeWideSNP_6_B07_1301346","8",57220239,111282237,-0.0016,114638468,128739928,-0.0032
"612","CROZE_p_TCGA_254_256_255_N_GenomeWideSNP_6_B08_1301456","8",57220239,111282417,6e-04,126704256,128739928,0.012
"613","CROZE_p_TCGA_254_256_255_N_GenomeWideSNP_6_B09_1301428","8",95850445,106840278,0.0035,106850042,145072769,0.0029
"614","CROZE_p_TCGA_254_256_255_N_GenomeWideSNP_6_B10_1301420","8",40926161,111279265,0.001,114660731,136669376,0.0024
"615","CROZE_p_TCGA_254_256_255_N_GenomeWideSNP_6_B11_1301482","8",57025292,111279265,-0.0287,111288052,145072769,-0.0219
"616","CROZE_p_TCGA_254_256_255_N_GenomeWideSNP_6_B12_1301480","8",40926161,111282237,-0.001,111288052,145072769,0.0023
"617","CROZE_p_TCGA_254_256_255_N_GenomeWideSNP_6_C01_1301330","8",39537590,140965990,0.0024,39537590,140965990,0.0024
"618","CROZE_p_TCGA_254_256_255_N_GenomeWideSNP_6_C02_1301470","8",78620495,110286505,0.5562,114638468,139590373,0.1491
"619","CROZE_p_TCGA_254_256_255_N_GenomeWideSNP_6_C03_1301448","8",76494699,102980362,2e-04,114638558,139591259,0.0021
"620","CROZE_p_TCGA_254_256_255_N_GenomeWideSNP_6_C04_1301334","8",97596491,102730430,0.6663,127535697,127789775,0.9084
"621","CROZE_p_TCGA_254_256_255_N_GenomeWideSNP_6_C05_1301430","8",78904156,111282237,-1e-04,123910883,133674979,-1e-04
"622","CROZE_p_TCGA_254_256_255_N_GenomeWideSNP_6_C06_1301426","8",91182010,106840278,0.386,111288052,143680108,0.3952
"623","CUSKS_p_TCGAb47_SNP_1N_GenomeWideSNP_6_A02_628278","8",97570350,105480390,0.7138,127062582,131501982,0.9044
"624","CUSKS_p_TCGAb47_SNP_1N_GenomeWideSNP_6_A03_628284","8",94545764,111279265,1.507,122857689,135213701,1.5268
"625","CUSKS_p_TCGAb47_SNP_1N_GenomeWideSNP_6_A04_628246","8",39511389,111282809,0.0143,111288052,128729290,0.0199
"626","CUSKS_p_TCGAb47_SNP_1N_GenomeWideSNP_6_A05_628252","8",39398982,140990814,0.0098,39398982,140990814,0.0098
"627","CUSKS_p_TCGAb47_SNP_1N_GenomeWideSNP_6_A07_628228","8",71307628,111273427,0.0075,121394402,138670623,-0.067
"628","CUSKS_p_TCGAb47_SNP_1N_GenomeWideSNP_6_A09_628388","8",96058445,103678365,0.5006,119147207,136465264,0.5061
"629","CUSKS_p_TCGAb47_SNP_1N_GenomeWideSNP_6_A10_628236","8",94545887,111279265,0.3354,111288052,138737395,0.3396
"630","CUSKS_p_TCGAb47_SNP_1N_GenomeWideSNP_6_A11_628370","8",71307628,104698113,0.0276,116099477,145072769,0.0114
"631","CUSKS_p_TCGAb47_SNP_1N_GenomeWideSNP_6_A12_628274","8",101540711,102980362,0.5648,125087445,128426247,0.8234
"632","CUSKS_p_TCGAb47_SNP_1N_GenomeWideSNP_6_B01_628314","8",101783939,103041963,0.4198,127295710,127797361,1.1798
"633","CUSKS_p_TCGAb47_SNP_1N_GenomeWideSNP_6_B02_628292","8",40335391,136881227,-0.1225,40335391,136881227,-0.1225
"634","CUSKS_p_TCGAb47_SNP_1N_GenomeWideSNP_6_B03_628222","8",76394977,102980362,0.015,116729674,141731989,0.0309
"635","CUSKS_p_TCGAb47_SNP_1N_GenomeWideSNP_6_B04_628238","8",100553398,114619814,0.0049,127632710,128105409,0.5401
"636","CUSKS_p_TCGAb47_SNP_1N_GenomeWideSNP_6_B05_628290","8",101236066,114619814,0.0393,114638468,145072769,0.0529
"637","CUSKS_p_TCGAb47_SNP_1N_GenomeWideSNP_6_B06_628276","8",60957888,111282441,0.0249,116115854,141319311,0.0155
"638","CUSKS_p_TCGAb47_SNP_1N_GenomeWideSNP_6_B07_628378","8",92668041,103259647,0.2785,122800199,128473913,0.2393
"639","CUSKS_p_TCGAb47_SNP_1N_GenomeWideSNP_6_B08_628260","8",47322675,114619814,0.0125,115464360,132440670,0.0222
"640","CUSKS_p_TCGAb47_SNP_1N_GenomeWideSNP_6_B09_628336","8",89321705,114619814,0.0203,114638468,141555378,0.0204
"641","CUSKS_p_TCGAb47_SNP_1N_GenomeWideSNP_6_B10_628262","8",39530780,114622424,0.022,114638468,140994810,0.0206
"642","CUSKS_p_TCGAb47_SNP_1N_GenomeWideSNP_6_B11_628298","8",7894526,114622424,0.0218,114638468,145072769,0.0168
"643","CUSKS_p_TCGAb47_SNP_1N_GenomeWideSNP_6_B12_628398","8",101396319,111279265,0.0069,114638468,144630311,0.0274
"644","CUSKS_p_TCGAb47_SNP_1N_GenomeWideSNP_6_C01_628386","8",63936953,111282809,0.0204,111288052,145072769,0.013
"645","CUSKS_p_TCGAb47_SNP_1N_GenomeWideSNP_6_C02_628316","8",60664239,128744020,0.0181,60664239,128744020,0.0181
"646","CUSKS_p_TCGAb47_SNP_1N_GenomeWideSNP_6_C03_628324","8",100071534,109097622,1.6905,117241872,140450963,1.6769
"647","CUSKS_p_TCGAb47_SNP_1N_GenomeWideSNP_6_C04_628394","8",39531260,111279265,0.029,111288052,145072769,0.0188
"648","CUSKS_p_TCGAb47_SNP_1N_GenomeWideSNP_6_C05_628400","8",12566236,111282417,0.0265,111288052,145072769,0.0289
"649","CUSKS_p_TCGAb47_SNP_1N_GenomeWideSNP_6_C06_628334","8",52269845,145072769,0.0209,52269845,145072769,0.0209
"650","CUSKS_p_TCGAb47_SNP_1N_GenomeWideSNP_6_C07_628348","8",102040911,111279265,5e-04,111288052,143616987,-0.0104
"651","CUSKS_p_TCGAb47_SNP_1N_GenomeWideSNP_6_C08_628350","8",94176573,104711841,0.3538,114622678,135365743,0.3393
"652","CUSKS_p_TCGAb47_SNP_1N_GenomeWideSNP_6_C09_628372","8",39530780,145072769,0.0207,39530780,145072769,0.0207
"653","CUSKS_p_TCGAb47_SNP_1N_GenomeWideSNP_6_C10_628234","8",39530780,114619814,0.0236,114629502,145072769,0.0212
"654","CUSKS_p_TCGAb47_SNP_1N_GenomeWideSNP_6_C11_628374","8",78276379,111279265,1.1277,111288052,145072769,1.125
"655","CUSKS_p_TCGAb47_SNP_1N_GenomeWideSNP_6_C12_628294","8",93290590,102625325,1.1403,126134614,129916889,0.8729
"656","CUSKS_p_TCGAb47_SNP_1N_GenomeWideSNP_6_D01_628356","8",60957888,111279265,0.5286,111288052,140613553,0.5345
"657","CUSKS_p_TCGAb47_SNP_1N_GenomeWideSNP_6_D02_628264","8",100846522,103592707,0.9032,122800355,135637434,1.0257
"658","CUSKS_p_TCGAb47_SNP_1N_GenomeWideSNP_6_D03_628218","8",72117823,114619814,0.9448,123437261,129759736,0.9091
"659","CUSKS_p_TCGAb47_SNP_1N_GenomeWideSNP_6_D04_628328","8",94545887,111279265,0.022,120805883,129565136,0.017
"660","CUSKS_p_TCGAb47_SNP_1N_GenomeWideSNP_6_D05_628212","8",77619135,111279265,-0.1897,114628679,136881227,-0.1965
"661","CUSKS_p_TCGAb47_SNP_1N_GenomeWideSNP_6_D06_628390","8",100942598,102581894,0.5297,126287833,128207919,1.6699
"662","CUSKS_p_TCGAb47_SNP_1N_GenomeWideSNP_6_D07_628308","8",39530780,111282809,0.0201,114629356,145072769,0.0188
"663","CUSKS_p_TCGAb47_SNP_1N_GenomeWideSNP_6_D08_628230","8",43968905,145072769,0.1347,43968905,145072769,0.1347
"664","CUSKS_p_TCGAb47_SNP_1N_GenomeWideSNP_6_D09_628270","8",57139473,111282417,0.5664,114628333,139270744,0.5672
"665","CUSKS_p_TCGAb47_SNP_1N_GenomeWideSNP_6_D10_628322","8",39530780,128744020,0.3625,39530780,128744020,0.3625
"666","CUSKS_p_TCGAb47_SNP_1N_GenomeWideSNP_6_D11_628352","8",71307628,140990563,0.01,71307628,140990563,0.01
"667","CUSKS_p_TCGAb47_SNP_1N_GenomeWideSNP_6_D12_628362","8",39530780,141564139,0.0193,39530780,141564139,0.0193
"668","CUSKS_p_TCGAb47_SNP_1N_GenomeWideSNP_6_E01_628368","8",68098129,111282852,0.0159,111288052,145072769,0.0166
"669","CUSKS_p_TCGAb47_SNP_1N_GenomeWideSNP_6_E02_628380","8",94545887,115737122,0.0172,115746498,130835623,0.0183
"670","CUSKS_p_TCGAb47_SNP_1N_GenomeWideSNP_6_E03_628254","8",98613516,111282237,0.0107,111288052,133158243,0.0149
"671","CUSKS_p_TCGAb47_SNP_1N_GenomeWideSNP_6_E04_628332","8",89124454,111279265,0.5688,117046694,144983838,0.7476
"672","CUSKS_p_TCGAb47_SNP_1N_GenomeWideSNP_6_E05_628320","8",39530780,111282852,0.0149,111288052,143624714,0.0204
"673","CUSKS_p_TCGAb47_SNP_1N_GenomeWideSNP_6_E06_628340","8",62400913,117827940,0.0317,117829161,138725054,0.013
"674","CUSKS_p_TCGAb47_SNP_1N_GenomeWideSNP_6_E07_628396","8",71307628,111279265,0.0465,114626609,138715700,0.056
"675","CUSKS_p_TCGAb47_SNP_1N_GenomeWideSNP_6_E08_628272","8",71307628,111279265,0.1569,111288052,141332458,0.1539
"676","CUSKS_p_TCGAb47_SNP_1N_GenomeWideSNP_6_E09_628296","8",71307628,111282237,0.0215,111283031,137530065,0.0256
"677","CUSKS_p_TCGAb47_SNP_1N_GenomeWideSNP_6_E10_628248","8",71304266,111279265,0.0128,111288052,145072769,0.0207
"678","CUSKS_p_TCGAb47_SNP_1N_GenomeWideSNP_6_E11_628244","8",94545887,143616987,0.0161,94545887,143616987,0.0161
"679","CUSKS_p_TCGAb47_SNP_1N_GenomeWideSNP_6_E12_628318","8",94680361,102436241,0.7763,115464360,132440670,0.7726
"680","CUSKS_p_TCGAb47_SNP_1N_GenomeWideSNP_6_F01_628342","8",12464388,141521850,0.0193,12464388,141521850,0.0193
"681","CUSKS_p_TCGAb47_SNP_1N_GenomeWideSNP_6_F02_628360","8",94731363,114622325,0.0144,114629502,134959629,0.0284
"682","CUSKS_p_TCGAb47_SNP_1N_GenomeWideSNP_6_F03_628330","8",102040911,102648136,1.1057,127637389,128136557,0.6959
"683","CUSKS_p_TCGAb47_SNP_1N_GenomeWideSNP_6_F04_628376","8",94546864,130835623,0.4743,94546864,130835623,0.4743
"684","CUSKS_p_TCGAb47_SNP_1N_GenomeWideSNP_6_F05_628300","8",50120863,111282809,0.0153,119150615,137810080,0.0206
"685","CUSKS_p_TCGAb47_SNP_1N_GenomeWideSNP_6_F06_628216","8",101386999,111279265,0.5793,117431286,139238013,0.5794
"686","CUSKS_p_TCGAb47_SNP_1N_GenomeWideSNP_6_F07_628280","8",101719071,102856127,1.9286,122057671,135894200,1.1317
"687","CUSKS_p_TCGAb47_SNP_1N_GenomeWideSNP_6_F08_628214","8",100966690,110471169,1.401,127441520,128207559,1.602
"688","CUSKS_p_TCGAb47_SNP_1N_GenomeWideSNP_6_F09_628240","8",40335391,136881227,0.0215,40335391,136881227,0.0215
"689","CUSKS_p_TCGAb47_SNP_1N_GenomeWideSNP_6_F10_628382","8",101589297,111279265,1.0621,123425049,128744020,1.0264
"690","CUSKS_p_TCGAb47_SNP_1N_GenomeWideSNP_6_F11_628286","8",101396319,102980362,1.503,124581353,139168464,1.4395
"691","CUSKS_p_TCGAb47_SNP_1N_GenomeWideSNP_6_F12_628358","8",55962728,141330458,0.014,55962728,141330458,0.014
"692","CUSKS_p_TCGAb47_SNP_1N_GenomeWideSNP_6_G01_628268","8",71307628,111279265,0.3444,114629502,142662564,0.3495
"693","CUSKS_p_TCGAb47_SNP_1N_GenomeWideSNP_6_G02_628366","8",100801840,111279265,1.4849,123377368,128121013,1.125
"694","CUSKS_p_TCGAb47_SNP_1N_GenomeWideSNP_6_G03_628326","8",78276379,111282809,0.0397,122213621,134995341,-0.0029
"695","CUSKS_p_TCGAb47_SNP_1N_GenomeWideSNP_6_G04_628392","8",40335391,111279265,0.0144,111288052,141570717,0.0176
"696","CUSKS_p_TCGAb47_SNP_1N_GenomeWideSNP_6_G05_628384","8",94545887,111282852,0.0223,111288052,141220093,0.0162
"697","CUSKS_p_TCGAb47_SNP_1N_GenomeWideSNP_6_G06_628282","8",94552112,111279265,1.4295,117208084,143227622,1.4141
"698","CUSKS_p_TCGAb47_SNP_1N_GenomeWideSNP_6_G07_628266","8",84358447,111279265,0.0141,114638468,140653786,0.0143
"699","CUSKS_p_TCGAb47_SNP_1N_GenomeWideSNP_6_G08_628354","8",46637164,111279265,0.0219,119151486,141406880,0.0195
"700","CUSKS_p_TCGAb47_SNP_1N_GenomeWideSNP_6_G09_628306","8",97802742,106645329,0.4461,127423578,127980398,1.5118
"701","CUSKS_p_TCGAb47_SNP_1N_GenomeWideSNP_6_G10_628232","8",84358447,111282852,0.0174,111288052,142047413,0.0188
"702","CUSKS_p_TCGAb47_SNP_1N_GenomeWideSNP_6_G11_628224","8",39530780,111282237,0.0189,111288052,145072769,0.0148
"703","CUSKS_p_TCGAb47_SNP_1N_GenomeWideSNP_6_G12_628256","8",84053763,111279265,0.7203,126526919,139830480,0.7228
"704","CUSKS_p_TCGAb47_SNP_1N_GenomeWideSNP_6_H01_628304","8",71307628,106011531,0.0123,111288052,136837749,0.0122
"705","CUSKS_p_TCGAb47_SNP_1N_GenomeWideSNP_6_H02_628288","8",46442996,111279265,0.0026,119150615,128744020,-0.0037
"706","CUSKS_p_TCGAb47_SNP_1N_GenomeWideSNP_6_H03_628344","8",101396319,110801090,1.037,127495827,127789702,1.6753
"707","CUSKS_p_TCGAb47_SNP_1N_GenomeWideSNP_6_H04_628310","8",94566121,102558965,0.1054,111288052,129199082,0.5725
"708","CUSKS_p_TCGAb47_SNP_1N_GenomeWideSNP_6_H05_628338","8",88573819,119139771,0.0085,119177153,141404226,0.0194
"709","CUSKS_p_TCGAb47_SNP_1N_GenomeWideSNP_6_H06_628302","8",81783508,111282417,0.005,111288052,136881227,0.0061
"710","CUSKS_p_TCGAb47_SNP_1N_GenomeWideSNP_6_H07_628258","8",93043293,110382582,0.2096,114874003,135921075,0.2177
"711","CUSKS_p_TCGAb47_SNP_1N_GenomeWideSNP_6_H09_628242","8",46203447,111282852,0.0056,111288052,141564139,0.0063
"712","CUSKS_p_TCGAb47_SNP_1N_GenomeWideSNP_6_H10_628312","8",93519061,103218223,0.3519,122735291,132190597,0.3503
"713","DEVEL_p_TCGAb3_73_74_75_76_NSP_GenomeWideSNP_6_A10_1438452","8",74416300,139242601,-0.003,74416300,139242601,-0.003
"714","DEVEL_p_TCGAb3_73_74_75_76_NSP_GenomeWideSNP_6_A11_1438326","8",88913218,105808019,0.7162,122784128,144177593,0.6204
"715","DEVEL_p_TCGAb3_73_74_75_76_NSP_GenomeWideSNP_6_B01_1438364","8",100071534,110832546,0.2201,126161769,128131434,0.2315
"716","DEVEL_p_TCGAb3_73_74_75_76_NSP_GenomeWideSNP_6_B02_1438464","8",74091987,111279265,0.0019,111288052,128744020,-0.0016
"717","DEVEL_p_TCGAb3_73_74_75_76_NSP_GenomeWideSNP_6_B03_1438398","8",43277933,111279265,0.0888,111288052,139748767,0.0978
"718","DEVEL_p_TCGAb3_73_74_75_76_NSP_GenomeWideSNP_6_B04_1438484","8",69299337,111279265,0.002,111288052,143616645,-0.0019
"719","DEVEL_p_TCGAb3_73_74_75_76_NSP_GenomeWideSNP_6_B05_1438400","8",97958819,106850420,0.1831,127645286,135612722,0.0734
"720","DEVEL_p_TCGAb3_73_74_75_76_NSP_GenomeWideSNP_6_B06_1438332","8",62127851,145072769,5e-04,62127851,145072769,5e-04
"721","DEVEL_p_TCGAb3_73_74_75_76_NSP_GenomeWideSNP_6_B07_1438470","8",62127851,138681891,0.1074,62127851,138681891,0.1074
"722","DEVEL_p_TCGAb3_73_74_75_76_NSP_GenomeWideSNP_6_B08_1438412","8",101733699,111282065,9e-04,111288052,128744020,0.0014
"723","DEVEL_p_TCGAb3_73_74_75_76_NSP_GenomeWideSNP_6_B09_1438432","8",101386664,103107461,0.4623,126951988,128173171,0.2911
"724","DEVEL_p_TCGAb3_73_74_75_76_NSP_GenomeWideSNP_6_B10_1438426","8",71307628,102980362,-2e-04,125229295,128744020,-0.0052
"725","DEVEL_p_TCGAb3_73_74_75_76_NSP_GenomeWideSNP_6_B11_1438384","8",71304364,127430224,0.1382,127441520,128744020,0.1386
"726","DEVEL_p_TCGAb3_73_74_75_76_NSP_GenomeWideSNP_6_C01_1438320","8",88762215,105103510,0.5328,119150615,135629529,0.5256
"727","DEVEL_p_TCGAb3_73_74_75_76_NSP_GenomeWideSNP_6_C02_1438356","8",39531260,136665653,5e-04,39531260,136665653,5e-04
"728","DEVEL_p_TCGAb3_73_74_75_76_NSP_GenomeWideSNP_6_C03_1438468","8",71307628,130835623,-0.0245,71307628,130835623,-0.0245
"729","DEVEL_p_TCGAb3_73_74_75_76_NSP_GenomeWideSNP_6_C04_1438402","8",56803378,136881227,3e-04,56803378,136881227,3e-04
